STATEFIP,YEAR,industry,emp_weighted,n_obs,total_emp,emp_share
11,1997,Financial activities,172983.5601,359,2863500.6919,0.06040981955734096
11,1997,Government,559527.3214,1171,2863500.6919,0.1953997507256548
11,1997,Information,80454.0276,169,2863500.6919,0.028096388391866203
11,1997,Leisure and hospitality,46661.0089,96,2863500.6919,0.016295092587890848
11,1997,Manufacturing - Durable goods,13349.3358,29,2863500.6919,0.004661893687597611
11,1997,Manufacturing - Nondurable goods,68580.6129,142,2863500.6919,0.023949920142849745
11,1997,Other services,123861.7269,258,2863500.6919,0.0432553507845723
11,1997,Professional and business services,674662.3162,1446,2863500.6919,0.23560752686682457
11,1997,Retail trade,322624.5842,647,2863500.6919,0.1126678911280203
11,1997,Transportation and warehousing,117951.883,239,2863500.6919,0.04119149799182907
11,1997,Utilities,17306.7961,32,2863500.6919,0.006043929428393654
11,1997,Wholesale trade,23499.1174,45,2863500.6919,0.008206429796392955
11,1998,Construction,92436.0166,177,2882136.9644,0.032072041593360995
11,1998,Education and health services,548857.9699,1205,2882136.9644,0.19043438139112193
11,1998,Financial activities,158617.3882,337,2882136.9644,0.05503464622231122
11,1998,Government,511352.7564,1106,2882136.9644,0.17742139347165026
11,1998,Information,70850.884,151,2882136.9644,0.024582760942712403
11,1998,Leisure and hospitality,42152.2143,90,2882136.9644,0.01462533350103131
11,1998,Manufacturing - Durable goods,8062.1325,17,2882136.9644,0.002797275979449632
11,1998,Manufacturing - Nondurable goods,87892.2579,193,2882136.9644,0.030495517383677603
11,1998,Other services,131102.5036,279,2882136.9644,0.0454879505101149
11,1998,Professional and business services,759433.3681,1636,2882136.9644,0.2634966268017377
11,1998,Retail trade,314823.1341,651,2882136.9644,0.1092325375194442
11,1998,Transportation and warehousing,98660.934,203,2882136.9644,0.03423186865116215
11,1998,Utilities,22656.926199999998,45,2882136.9644,0.007861155274664989
11,1998,Wholesale trade,35238.4786,73,2882136.9644,0.012226510757560722
11,1999,Construction,103466.9033,210,3108331.5653,0.0332869583332285
11,1999,Education and health services,580971.6908,1252,3108331.5653,0.18690788887701162
11,1999,Financial activities,218785.7367,456,3108331.5653,0.07038687221866048
11,1999,Government,516441.6087,1095,3108331.5653,0.16614752893974352
11,1999,Information,74609.4661,152,3108331.5653,0.024003059047144826
11,1999,Leisure and hospitality,49053.4715,107,3108331.5653,0.015781286670833526
11,1999,Manufacturing - Durable goods,21965.9123,45,3108331.5653,0.0070667854566152
11,1999,Manufacturing - Nondurable goods,85282.9177,186,3108331.5653,0.027436879209431747
11,1999,Other services,142936.20190000001,294,3108331.5653,0.04598486322877352
11,1999,Professional and business services,781760.6744,1676,3108331.5653,0.25150491766297417
11,1999,Retail trade,351052.3148,704,3108331.5653,0.11293914674965451
11,1999,Transportation and warehousing,124418.0035,264,3108331.5653,0.0400272624995821
11,1999,Utilities,26649.332300000002,50,3108331.5653,0.008573516608556509
11,1999,Wholesale trade,30937.331299999998,66,3108331.5653,0.009953034497789842
11,2000,Construction,131425.5807,262,3441652.4142,0.03818676754158784
11,2000,Education and health services,652674.5587,1343,3441652.4142,0.18963988228651846
11,2000,Financial activities,242254.9712,486,3441652.4142,0.07038914510962065
11,2000,Government,542691.4406,1101,3441652.4142,0.1576833960224733
11,2000,Information,110015.0999,226,3441652.4142,0.03196577883521472
11,2000,Leisure and hospitality,63936.739,133,3441652.4142,0.018577337657981325
11,2000,Manufacturing - Durable goods,12254.8994,24,3441652.4142,0.003560760334029434
11,2000,Manufacturing - Nondurable goods,87563.1087,176,3441652.4142,0.02544217084175066
11,2000,Other services,149145.7347,291,3441652.4142,0.04333550188991656
11,2000,Professional and business services,876903.0641,1802,3441652.4142,0.25479129167197817
11,2000,Retail trade,373460.4898,700,3441652.4142,0.10851197182467642
11,2000,Transportation and warehousing,153369.3689,305,3441652.4142,0.04456271303493911
11,2000,Utilities,18362.1836,33,3441652.4142,0.0053352812515985075
11,2000,Wholesale trade,27595.174899999998,55,3441652.4142,0.008018001697714846
11,2001,Construction,148674.1574,341,3324768.5419,0.04471714512645064
11,2001,Education and health services,691711.3907,1661,3324768.5419,0.20804798348600495
11,2001,Financial activities,214902.7866,520,3324768.5419,0.06463691649259586
11,2001,Government,538440.6511,1275,3324768.5419,0.16194831138299276
11,2001,Information,82914.0734,185,3324768.5419,0.024938299419970215
11,2001,Leisure and hospitality,52633.4258,121,3324768.5419,0.015830703742739836
11,2001,Manufacturing - Durable goods,17643.7087,42,3324768.5419,0.00530674796685762
11,2001,Manufacturing - Nondurable goods,86502.9913,201,3324768.5419,0.026017748366497197
11,2001,Other services,124717.8625,302,3324768.5419,0.03751174282608187
11,2001,Professional and business services,863119.0451,2057,3324768.5419,0.2596027465439007
11,2001,Retail trade,281487.0286,659,3324768.5419,0.08466364652233478
11,2001,Transportation and warehousing,161416.5459,383,3324768.5419,0.048549709210059945
11,2001,Utilities,17537.6755,40,3324768.5419,0.00527485606260512
11,2001,Wholesale trade,43067.1993,103,3324768.5419,0.01295344285090849
11,2002,Construction,120426.923,273,3278760.1117000002,0.036729409562555645
11,2002,Education and health services,669829.6909,1623,3278760.1117000002,0.20429359516414908
11,2002,Financial activities,249143.4147,587,3278760.1117000002,0.07598708237633828
11,2002,Government,569903.1496,1360,3278760.1117000002,0.17381666550301894
11,2002,Information,67765.0369,153,3278760.1117000002,0.020667884990483366
11,2002,Leisure and hospitality,63550.6931,143,3278760.1117000002,0.019382538195833326
11,2002,Manufacturing - Durable goods,20876.3734,47,3278760.1117000002,0.006367154866104503
11,2002,Manufacturing - Nondurable goods,75933.3104,187,3278760.1117000002,0.023159154013444868
11,2002,Other services,86224.1232,204,3278760.1117000002,0.026297783388396098
11,2002,Professional and business services,847575.9313,2037,3278760.1117000002,0.2585050148302986
11,2002,Retail trade,316585.5393,710,3278760.1117000002,0.09655648126567393
11,2002,Transportation and warehousing,138349.0537,327,3278760.1117000002,0.04219554007818753
11,2002,Utilities,21358.6161,51,3278760.1117000002,0.006514235678231976
11,2002,Wholesale trade,31238.2561,76,3278760.1117000002,0.009527460087283822
11,2003,Construction,126262.4931,264,3441863.8792,0.036684336606986175
11,2003,Education and health services,657116.5704,1502,3441863.8792,0.1909188141841144
11,2003,Financial activities,214882.5575,473,3441863.8792,0.06243203248059468
11,2003,Government,649054.8741,1480,3441863.8792,0.18857656690678345
11,2003,Information,51353.0937,113,3441863.8792,0.014920140802295794
11,2003,Leisure and hospitality,81996.9174,179,3441863.8792,0.0238234050729103
11,2003,Manufacturing - Durable goods,12066.6967,28,3441863.8792,0.0035058611041888996
11,2003,Manufacturing - Nondurable goods,68516.9137,151,3441863.8792,0.01990692139630041
11,2003,Other services,114709.7499,253,3441863.8792,0.033327799682380886
11,2003,Professional and business services,933639.2166,2054,3441863.8792,0.27125977359017694
11,2003,Retail trade,335597.5729,721,3441863.8792,0.09750460351674446
11,2003,Transportation and warehousing,144591.8064,327,3441863.8792,0.04200973991847923
11,2003,Utilities,19185.0821,45,3441863.8792,0.005574038594594052
11,2003,Wholesale trade,32890.3347,72,3441863.8792,0.009555966143450384
11,2004,Construction,134562.9078,323,3314850.1766999997,0.04059396371692433
11,2004,Education and health services,683001.0181,1739,3314850.1766999997,0.20604280184389548
11,2004,Financial activities,220205.7049,544,3314850.1766999997,0.06643006264591399
11,2004,Government,534509.1049,1353,3314850.1766999997,0.16124683663142647
11,2004,Information,58576.2789,148,3314850.1766999997,0.01767086769463405
11,2004,Leisure and hospitality,69669.4154,166,3314850.1766999997,0.021017364793650285
11,2004,Manufacturing - Durable goods,14774.9184,40,3314850.1766999997,0.004457190404517386
11,2004,Manufacturing - Nondurable goods,73008.3327,176,3314850.1766999997,0.02202462518914845
11,2004,Other services,145237.4208,370,3314850.1766999997,0.04381417350952096
11,2004,Professional and business services,875329.3776,2153,3314850.1766999997,0.26406302877658505
11,2004,Retail trade,320452.2501,788,3314850.1766999997,0.09667171456268249
11,2004,Transportation and warehousing,117295.8484,294,3314850.1766999997,0.035384962259974714
11,2004,Utilities,31655.4689,76,3314850.1766999997,0.009549592655048338
11,2004,Wholesale trade,36572.1298,95,3314850.1766999997,0.011032815316078115
11,2005,Construction,119477.3307,352,3301250.1159,0.03619154153893232
11,2005,Education and health services,676758.3394,2003,3301250.1159,0.2050006257146316
11,2005,Financial activities,220239.233,629,3301250.1159,0.06671388875966991
11,2005,Government,532118.9551,1562,3301250.1159,0.16118710682875104
11,2005,Information,56732.4844,165,3301250.1159,0.01718515180863034
11,2005,Leisure and hospitality,71001.2107,204,3301250.1159,0.021507370907170226
11,2005,Manufacturing - Durable goods,17555.2229,53,3301250.1159,0.005317750029132229
11,2005,Manufacturing - Nondurable goods,91543.7479,254,3301250.1159,0.0277300248954457
11,2005,Mining and logging,1543.9532,4,3301250.1159,0.00046768743530330214
11,2005,Other services,128130.583,368,3301250.1159,0.03881274623297318
11,2005,Professional and business services,915992.6016,2651,3301250.1159,0.2774684042230707
11,2005,Retail trade,324787.3997,935,3301250.1159,0.09838315434983488
11,2005,Transportation and warehousing,105468.8352,305,3301250.1159,0.03194815039673135
11,2005,Utilities,21707.4605,61,3301250.1159,0.006575527372327567
11,2005,Wholesale trade,18192.7586,49,3301250.1159,0.005510869507395751
11,2006,Construction,141009.887,413,3276251.4672,0.043040007280183534
11,2006,Education and health services,657907.0695,2050,3276251.4672,0.20081091945676277
11,2006,Financial activities,205031.654,646,3276251.4672,0.0625811712112646
11,2006,Government,533607.9842,1656,3276251.4672,0.16287149797327377
11,2006,Information,46986.8288,145,3276251.4672,0.014341642963125968
11,2006,Leisure and hospitality,84967.6837,265,3276251.4672,0.025934420648307675
11,2006,Manufacturing - Durable goods,22029.1913,73,3276251.4672,0.0067239012391276925
11,2006,Manufacturing - Nondurable goods,71400.5246,225,3276251.4672,0.021793359061360883
11,2006,Other services,120822.2521,361,3276251.4672,0.03687819854782361
11,2006,Professional and business services,941568.4681,2893,3276251.4672,0.2873920019651903
11,2006,Retail trade,302760.9383,917,3276251.4672,0.09241077534220844
11,2006,Transportation and warehousing,102588.4129,302,3276251.4672,0.031312740773123765
11,2006,Utilities,19878.0726,56,3276251.4672,0.006067321998634159
11,2006,Wholesale trade,25692.5001,78,3276251.4672,0.007842041539612868
11,2007,Construction,136573.8432,385,3552027.875,0.038449541503105464
11,2007,Education and health services,712332.0539,2122,3552027.875,0.20054236029890393
11,2007,Financial activities,212518.1923,630,3552027.875,0.05983010262834719
11,2007,Government,572206.7496,1711,3552027.875,0.16109297835958
11,2007,Information,60917.3397,181,3552027.875,0.017150017354523154
11,2007,Leisure and hospitality,87138.5173,259,3552027.875,0.024532047710914995
11,2007,Manufacturing - Durable goods,18595.3223,57,3552027.875,0.005235128482768452
11,2007,Manufacturing - Nondurable goods,80251.0845,248,3552027.875,0.02259303342319632
11,2007,Mining and logging,806.1270999999999,2,3552027.875,0.00022694841605092975
11,2007,Other services,115757.2253,333,3552027.875,0.03258905317571586
11,2007,Professional and business services,1010298.2215,2977,3552027.875,0.28442857349479556
11,2007,Retail trade,378249.6002,1062,3552027.875,0.10648835355775467
11,2007,Transportation and warehousing,117927.7464,329,3552027.875,0.03320011850976817
11,2007,Utilities,22219.5916,63,3552027.875,0.006255466562181751
11,2007,Wholesale trade,26236.2601,78,3552027.875,0.007386276522393564
11,2008,Construction,145404.8908,420,3686312.2122,0.03944454035086247
11,2008,Education and health services,693096.9556,2030,3686312.2122,0.18801905961903267
11,2008,Financial activities,191561.5142,564,3686312.2122,0.05196562395502459
11,2008,Government,643757.5213,1899,3686312.2122,0.1746345627398185
11,2008,Information,61177.8235,178,3686312.2122,0.016595941954544575
11,2008,Leisure and hospitality,72188.3965,206,3686312.2122,0.019582822166036174
11,2008,Manufacturing - Durable goods,21769.3489,66,3686312.2122,0.005905454461495002
11,2008,Manufacturing - Nondurable goods,92090.0151,271,3686312.2122,0.024981610292048612
11,2008,Other services,101497.7209,291,3686312.2122,0.027533674593293853
11,2008,Professional and business services,1082447.8602,3162,3686312.2122,0.2936397673039182
11,2008,Retail trade,406733.6098,1122,3686312.2122,0.11033618054756691
11,2008,Transportation and warehousing,133506.1462,372,3686312.2122,0.036216722435543025
11,2008,Utilities,21513.696,58,3686312.2122,0.00583610252240696
11,2008,Wholesale trade,19566.7132,54,3686312.2122,0.005307937058408446
11,2009,Construction,138572.669,389,3647158.9445,0.03799468877246789
11,2009,Education and health services,755313.3342,2209,3647158.9445,0.2070963579306106
11,2009,Financial activities,210044.8953,611,3647158.9445,0.05759137413431146
11,2009,Government,648933.1628,1912,3647158.9445,0.1779284019904332
11,2009,Information,54947.3191,153,3647158.9445,0.01506578680451035
11,2009,Leisure and hospitality,80690.1693,234,3647158.9445,0.022124116477479718
11,2009,Manufacturing - Durable goods,19372.6863,57,3647158.9445,0.005311719778271375
11,2009,Manufacturing - Nondurable goods,75449.6364,220,3647158.9445,0.020687235612196115
11,2009,Mining and logging,347.424,1,3647158.9445,9.52588042602101e-05
11,2009,Other services,108725.0149,300,3647158.9445,0.029810879249987123
11,2009,Professional and business services,1038278.3755,3035,3647158.9445,0.28468141676845415
11,2009,Retail trade,347683.0519,962,3647158.9445,0.0953298326699784
11,2009,Transportation and warehousing,123728.8438,339,3647158.9445,0.033924719400174747
11,2009,Utilities,23417.0539,64,3647158.9445,0.0064206288391443584
11,2009,Wholesale trade,21655.3081,55,3647158.9445,0.005937582767720256
11,2010,Construction,102359.3038,283,3725851.6898999996,0.027472726323883083
11,2010,Education and health services,721933.1242,2073,3725851.6898999996,0.19376324778493165
11,2010,Financial activities,219409.8822,638,3725851.6898999996,0.05888851743475835
11,2010,Government,686421.067,1998,3725851.6898999996,0.1842319888525738
11,2010,Information,47476.171800000004,126,3725851.6898999996,0.012742367585027049
11,2010,Leisure and hospitality,84997.4779,243,3725851.6898999996,0.022812898895146656
11,2010,Manufacturing - Durable goods,24594.7615,69,3725851.6898999996,0.006601111248381471
11,2010,Manufacturing - Nondurable goods,82869.2383,241,3725851.6898999996,0.022241690007318616
